SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
50,3,5,12,33,Florida,Escambia County,297619,297619,298165,299653,304191,307753,309034,311003,546,1488,4538,3562,1281,1969,1000,3818,3942,3838,3848,3885,754,3019,3027,3241,3236,3314,246,799,915,597,612,571,260,428,1342,880,845,1046,49,348,2260,1947,-135,48,309,776,3602,2827,710,1094,-9,-87,21,138,-41,304,17959,18046,18478,19586,20866,19377,19335,12.77311824,13.0563523,12.54363144,12.47756519,12.53151022,10.1000639,10.02576825,10.59247251,10.49308757,10.68968465,2.673054341,3.030584058,1.95115893,1.984477624,1.841825569,1.431873915,4.444856619,2.876080164,2.740005869,3.373992197,1.164233931,7.485377018,6.363327363,-0.437752417,0.15482947,2.596107846,11.93023364,9.239407528,2.302253452,3.528821667
50,3,5,12,35,Florida,Flagler County,95696,95696,96078,97349,98580,100035,102561,105392,382,1271,1231,1455,2526,2831,226,807,873,749,803,817,226,1038,1111,1227,1180,1171,0,-231,-238,-478,-377,-354,45,228,233,254,289,289,338,1202,1270,1663,2225,3074,383,1430,1503,1917,2514,3363,-1,72,-34,16,389,-178,684,684,684,684,684,684,684,8.344233225,8.911391371,7.542229942,7.927106162,7.857544734,10.73273121,11.34084286,12.35556227,11.64879859,11.2621602,-2.388497986,-2.429451485,-4.813332326,-3.721692432,-3.404615466,2.357478532,2.378412588,2.557712157,2.852968469,2.779474208,12.42846138,12.96387977,16.74596581,21.96489565,29.56437272,14.78593992,15.34229236,19.30367797,24.81786412,32.34384693
50,3,5,12,37,Florida,Franklin County,11549,11549,11535,11495,11629,11556,11699,11761,-14,-40,134,-73,143,62,28,105,106,105,111,103,54,127,119,132,121,110,-26,-22,-13,-27,-10,-7,4,5,5,4,6,6,10,-25,138,-59,152,77,14,-20,143,-55,158,83,-2,2,4,9,-5,-14,1828,1816,1797,1838,1800,1926,1853,9.118541033,9.16796402,9.057580332,9.546334122,8.780903666,11.02909249,10.29233697,11.38667242,10.40636422,9.377664109,-1.910551455,-1.124372946,-2.329092085,-0.860030101,-0.596760443,0.43421624,0.432451133,0.345050679,0.516018061,0.511508951,-2.171081198,11.93565127,-5.08949752,13.07245754,6.564364876,-1.736864959,12.3681024,-4.744446841,13.5884756,7.075873828
50,3,5,12,39,Florida,Gadsden County,46389,47746,47792,47325,46560,46053,46147,46036,46,-467,-765,-507,94,-111,157,593,582,533,550,538,70,446,446,496,477,467,87,147,136,37,73,71,21,72,58,64,74,75,-56,-703,-983,-589,-50,-216,-35,-631,-925,-525,24,-141,-6,17,24,-19,-3,-41,3518,3500,3453,3153,3088,3406,3490,12.46885415,12.39814667,11.51026314,11.93058568,11.67243418,9.37792403,9.500985248,10.71123924,10.34707158,10.13202,3.090930118,2.897161421,0.799023895,1.5835141,1.540414176,1.513924956,1.235554135,1.382095386,1.605206074,1.627198073,-14.78179505,-20.94051233,-12.7195966,-1.084598698,-4.686330451,-13.2678701,-19.70495819,-11.33750121,0.520607375,-3.059132378
50,3,5,12,41,Florida,Gilchrist County,16939,16939,16994,16986,16878,16921,16977,17199,55,-8,-108,43,56,222,49,179,189,217,169,183,19,166,183,195,182,176,30,13,6,22,-13,7,2,12,14,14,15,15,23,-42,-128,0,66,184,25,-30,-114,14,81,199,0,9,0,7,-12,16,1128,1130,1141,1138,1090,1094,953,10.53560918,11.16229624,12.84061659,9.97108974,10.70926966,9.770453208,10.80793763,11.53880292,10.73809664,10.29962547,0.765155974,0.354358611,1.301813663,-0.767006903,0.409644195,0.706297822,0.826836759,0.828426877,0.885007965,0.877808989,-2.472042378,-7.559650366,0,3.894035046,10.76779026,-1.765744556,-6.732813607,0.828426877,4.779043011,11.64559925
50,3,5,12,43,Florida,Glades County,12884,12884,12938,13134,12978,13098,13479,13670,54,196,-156,120,381,191,20,72,71,65,63,67,8,108,106,116,83,106,12,-36,-35,-51,-20,-39,21,79,56,62,72,72,31,32,-178,109,267,138,52,111,-122,171,339,210,-10,121,1,0,62,20,1483,1483,1483,1480,1478,1483,1482,5.523166616,5.438112745,4.985427213,4.740941416,4.935725073,8.284749923,8.118872549,8.897070103,6.246002182,7.80875907,-2.761583308,-2.680759804,-3.91164289,-1.505060767,-2.873033998,6.060141148,4.289215686,4.755330572,5.418218761,5.304062765,2.454740718,-13.63357843,8.360177941,20.09256124,10.1661203,8.514881866,-9.344362745,13.11550851,25.51078,15.47018306
50,3,5,12,45,Florida,Gulf County,15863,15863,15814,15665,15669,15790,15932,15871,-49,-149,4,121,142,-61,26,127,131,118,128,128,17,155,169,204,149,172,9,-28,-38,-86,-21,-44,1,1,4,5,5,5,-60,-148,35,193,144,-38,-59,-147,39,198,149,-33,1,26,3,9,14,16,3450,3396,3351,3452,3494,3587,3380,8.068871311,8.361524223,7.501827776,8.070109073,8.049555073,9.847835065,10.78700453,12.96926158,9.394111342,10.81658963,-1.778963754,-2.425480309,-5.467433803,-1.32400227,-2.767034556,0.06353442,0.255313717,0.317874058,0.315238636,0.314435745,-9.403094126,2.233995021,12.26993865,9.078872707,-2.389711662,-9.339559706,2.489308738,12.58781271,9.394111342,-2.075275917
50,3,5,12,47,Florida,Hamilton County,14799,14799,14672,14598,14708,14324,14051,14295,-127,-74,110,-384,-273,244,39,181,148,136,154,156,13,125,137,124,149,117,26,56,11,12,5,39,1,12,12,12,14,15,-157,-153,83,-396,-308,186,-156,-141,95,-384,-294,201,3,11,4,-12,16,4,3064,2995,2939,2999,2735,2479,2670,12.36761189,10.10032075,9.368972169,10.85462555,11.006844,8.541168432,9.349621238,8.542298154,10.50220264,8.255132999,3.826443458,0.750699516,0.826674015,0.352422908,2.751711,0.81995217,0.818944926,0.826674015,0.986784141,1.058350385,-10.45439016,5.664369071,-27.28024249,-21.7092511,13.12354477,-9.634437991,6.483313997,-26.45356848,-20.72246696,14.18189515
50,3,5,12,49,Florida,Hardee County,27731,27731,27738,27645,27391,27362,27441,27502,7,-93,-254,-29,79,61,88,408,408,382,393,395,74,199,195,209,180,183,14,209,213,173,213,212,21,87,93,113,137,140,-26,-383,-570,-334,-272,-295,-5,-296,-477,-221,-135,-155,-2,-6,10,19,1,4,1984,1984,1983,1996,1997,2003,1965,14.73376307,14.82665891,13.95357332,14.34228053,14.37853776,7.186320712,7.086270805,7.634284879,6.56898345,6.661449138,7.547442356,7.74038811,6.319288441,7.773297082,7.717088619,3.141758301,3.379606076,4.12762771,4.999726292,5.096190598,-13.83095896,-20.71371466,-12.20024474,-9.92646388,-10.73840162,-10.68920066,-17.33410858,-8.072617026,-4.926737587,-5.642211019
50,3,5,12,51,Florida,Hendry County,39140,39140,39040,38820,37671,37730,38476,39119,-100,-220,-1149,59,746,643,156,619,574,603,561,589,97,274,248,253,275,291,59,345,326,350,286,298,47,210,165,186,224,228,-219,-829,-1694,-447,252,85,-172,-619,-1529,-261,476,313,13,54,54,-30,-16,32,1942,1860,1751,954,697,697,696,15.90033393,15.00830163,15.99448283,14.72325014,15.18139055,7.038273825,6.484423004,6.710786329,7.217279479,7.500483279,8.862060108,8.523878626,9.283696503,7.505970659,7.680907275,5.394297457,4.314233047,4.93362157,5.878802194,5.876667311,-21.29463139,-44.29279262,-11.85660668,6.613652468,2.190862813,-15.90033393,-39.97855957,-6.922985106,12.49245466,8.067530124
50,3,5,12,53,Florida,Hernando County,172778,172775,172970,172838,173047,174016,175704,178439,195,-132,209,969,1688,2735,368,1519,1438,1440,1496,1518,638,2483,2467,2512,2521,2569,-270,-964,-1029,-1072,-1025,-1051,46,144,166,172,224,227,412,749,1066,1654,2337,3449,458,893,1232,1826,2561,3676,7,-61,6,215,152,110,1828,1828,1828,1770,1838,1837,1827,8.785221857,8.314902352,8.298205225,8.555415761,8.572808159,14.36057003,14.26485682,14.475758,14.41724808,14.50826361,-5.57534817,-5.949954465,-6.177552779,-5.861832323,-5.935455452,0.832832092,0.9598566,0.991174513,1.28102482,1.281968019,4.331883589,6.163898406,9.531410724,13.3649777,19.47800747,5.16471568,7.123755005,10.52258524,14.64600252,20.75997549
50,3,5,12,55,Florida,Highlands County,98786,98786,98665,98284,97998,97762,98104,99491,-121,-381,-286,-236,342,1387,218,913,901,880,911,893,414,1393,1446,1489,1460,1419,-196,-480,-545,-609,-549,-526,32,194,195,204,250,257,52,-30,67,106,590,1608,84,164,262,310,840,1865,-9,-65,-3,63,51,48,1733,1733,1733,1733,1733,1733,1733,9.271435752,9.18066863,8.990600736,9.302278088,9.03869025,14.14579409,14.73390326,15.21250511,14.90815149,14.36271161,-4.874358336,-5.553234632,-6.221904373,-5.605873403,-5.324021357,1.970053161,1.986937162,2.084184716,2.552765666,2.601280397,-0.304647396,0.68269123,1.082958725,6.024526973,16.27571548,1.665405765,2.669628392,3.167143441,8.577292639,18.87699588
50,3,5,12,57,Florida,Hillsborough County,1229226,1229224,1233831,1271399,1281606,1294039,1318325,1349050,4607,37568,10207,12433,24286,30725,3764,16541,16449,16412,16761,16995,2134,9106,9254,9914,10180,10572,1630,7435,7195,6498,6581,6423,1533,7116,7048,7227,8448,8518,1393,22470,-4157,-1562,9125,14687,2926,29586,2891,5665,17573,23205,51,547,121,270,132,1097,22065,22039,22051,22279,22165,23077,22974,13.20517477,12.88599121,12.74399228,12.83205556,12.74286518,7.269592014,7.249496182,7.698265871,7.793707156,7.926894419,5.935582761,5.636495032,5.04572641,5.038348408,4.815970758,5.680915525,5.521336621,5.61179821,6.467705113,6.386803505,17.93847272,-3.256554531,-1.21290007,6.986009607,11.01232485,23.61938824,2.26478209,4.39889814,13.45371472,17.39912836
50,3,5,12,59,Florida,Holmes County,19927,19927,19859,19823,19730,19648,19650,19324,-68,-36,-93,-82,2,-326,49,200,189,190,184,183,83,263,236,266,238,227,-34,-63,-47,-76,-54,-44,2,10,9,8,12,13,-35,17,-50,-21,60,-268,-33,27,-41,-13,72,-255,-1,0,-5,7,-16,-27,1732,1736,1775,1851,1873,1858,1791,10.08013709,9.556797209,9.650058408,9.364344241,9.390875969,13.25538027,11.93335525,13.51008177,12.1125757,11.6487915,-3.175243183,-2.376558036,-3.860023363,-2.748231462,-2.257915533,0.504006855,0.455085581,0.406318249,0.610718103,0.667111408,0.856811653,-2.52825323,-1.066585403,3.053590514,-13.75275825,1.360818507,-2.073167648,-0.660267154,3.664308616,-13.08564684
50,3,5,12,61,Florida,Indian River County,138028,138028,138233,138979,140640,142021,144772,147919,205,746,1661,1381,2751,3147,315,1321,1247,1224,1253,1264,407,1741,1714,1851,1971,1989,-92,-420,-467,-627,-718,-725,45,237,239,271,316,319,250,808,1921,1784,2522,4046,295,1045,2160,2055,2838,4365,2,121,-32,-47,631,-493,1794,1795,1795,1649,1324,1324,1322,9.53061195,8.919279448,8.660550978,8.738009645,8.637095094,12.5607838,12.25953887,13.09696067,13.74510536,13.59112511,-3.030171854,-3.340259424,-4.436409692,-5.00709571,-4.954030018,1.709882689,1.709468956,1.917491271,2.203680006,2.179773208,5.829473472,13.74012496,12.62289456,17.58759802,27.64690407,7.539356161,15.44959391,14.54038583,19.79127803,29.82667728
50,3,5,12,63,Florida,Jackson County,49746,49761,49616,49121,48977,49006,48796,48599,-145,-495,-144,29,-210,-197,120,462,488,507,501,495,98,538,550,538,609,589,22,-76,-62,-31,-108,-94,1,20,24,24,28,28,-167,-419,-102,114,-96,-140,-166,-399,-78,138,-68,-112,-1,-20,-4,-78,-34,9,8009,7915,7818,8358,8367,8426,8315,9.35819399,9.949234439,10.34873396,10.24518926,10.16479285,10.89763716,11.21327652,10.98149679,12.45373305,12.09507675,-1.539443167,-1.26404208,-0.632762826,-2.208543793,-1.930283895,0.405116623,0.489306612,0.489880898,0.572585428,0.574978182,-8.487193251,-2.0795531,2.326934264,-1.963150038,-2.874890908,-8.082076628,-1.590246488,2.816815162,-1.39056461,-2.299912727
50,3,5,12,65,Florida,Jefferson County,14761,14761,14747,14497,14196,14182,14035,14081,-14,-250,-301,-14,-147,46,32,128,125,145,128,127,14,174,151,158,126,146,18,-46,-26,-13,2,-19,0,0,0,0,0,0,-30,-207,-279,-6,-150,73,-30,-207,-279,-6,-150,73,-2,3,4,5,1,-8,1339,1328,1285,1200,1287,1303,1289,8.753932431,8.712926498,10.21918388,9.07254492,9.034001992,11.8998769,10.52521521,11.13538657,8.930786405,10.3855456,-3.145944467,-1.812288712,-0.916202692,0.141758514,-1.351543605,0,0,0,0,0,-14.1567501,-19.44725194,-0.422862781,-10.63188858,5.192772798,-14.1567501,-19.44725194,-0.422862781,-10.63188858,5.192772798
50,3,5,12,67,Florida,Lafayette County,8870,8870,8814,8818,8813,8854,8859,8663,-56,4,-5,41,5,-196,23,79,83,80,74,77,22,83,80,68,49,61,1,-4,3,12,25,16,2,13,7,10,14,14,-64,-21,-16,26,-29,-205,-62,-8,-9,36,-15,-191,5,16,1,-7,-5,-21,2094,2022,1952,1821,1787,1805,1724,8.960980036,9.41523453,9.056432898,8.355445153,8.788951033,9.414700545,9.074924848,7.697967963,5.532659629,6.962675494,-0.453720508,0.340309682,1.358464935,2.822785525,1.826275539,1.474591652,0.794055924,1.132054112,1.580759894,1.597991097,-2.382032668,-1.81498497,2.943340692,-3.274431209,-23.39915535,-0.907441016,-1.020929045,4.075394804,-1.693671315,-21.80116425
50,3,5,12,69,Florida,Lake County,297052,297046,297847,299811,303372,308010,315736,325875,801,1964,3561,4638,7726,10139,734,3019,3002,3099,3101,3230,821,3398,3249,3656,3679,3834,-87,-379,-247,-557,-578,-604,130,656,641,650,826,826,772,1935,3173,4500,6695,10110,902,2591,3814,5150,7521,10936,-14,-248,-6,45,783,-193,3982,3896,3796,3839,3918,3910,3951,10.1027678,9.953861432,10.13768806,9.943149936,10.06840593,11.37105167,10.77285003,11.95978946,11.79646843,11.95116667,-1.268283868,-0.818988599,-1.822101403,-1.853318498,-1.882760738,2.195235402,2.125391465,2.126330183,2.648513978,2.574768824,6.475275157,10.52085354,14.72074742,21.46707153,31.51442229,8.67051056,12.646245,16.84707761,24.11558551,34.08919111
50,3,5,12,71,Florida,Lee County,618754,618754,620532,631368,644865,660929,679233,701982,1778,10836,13497,16064,18304,22749,1535,6268,6399,6360,6389,6583,1468,6070,6056,6188,6507,6808,67,198,343,172,-118,-225,576,2750,2532,2720,3214,3218,1207,7276,10576,13431,13409,21037,1783,10026,13108,16151,16623,24255,-72,612,46,-259,1799,-1281,8488,8488,8488,8481,8479,8480,8479,10.01357936,10.02794944,9.741199607,9.534668197,9.532187241,9.697260165,9.490430039,9.47775836,9.71076631,9.857987352,0.316319195,0.537519403,0.263441247,-0.176098114,-0.325800111,4.39332215,3.967927487,4.166047631,4.796435058,4.659665584,11.62393162,16.57377611,20.57139181,20.01101359,30.46158636,16.01725377,20.54170359,24.73743944,24.80744865,35.12125194
50,3,5,12,73,Florida,Leon County,275487,275480,276042,278307,283849,282209,284064,286272,562,2265,5542,-1640,1855,2208,750,3052,2987,3037,3049,3052,350,1656,1666,1866,1801,1764,400,1396,1321,1171,1248,1288,155,661,669,716,813,813,11,294,3456,-3717,-169,21,166,955,4125,-3001,644,834,-4,-86,96,190,-37,86,14994,15124,15258,15039,15220,15034,14925,11.01111394,10.62694341,10.73034919,10.76865752,10.70246311,5.974575583,5.927180356,6.592963972,6.360889536,6.185827302,5.036538354,4.699763055,4.137385215,4.407767985,4.516635808,2.384779264,2.380122244,2.529776101,2.871406548,2.850951018,1.060703636,12.29551939,-13.13292984,-0.596885248,0.073640801,3.4454829,14.67564164,-10.60315374,2.2745213,2.92459182
50,3,5,12,75,Florida,Levy County,40801,40801,40721,40243,39938,39582,39508,39832,-80,-478,-305,-356,-74,324,110,390,395,374,400,396,144,536,509,523,475,517,-34,-146,-114,-149,-75,-121,12,47,47,45,55,55,-57,-417,-240,-231,-30,356,-45,-370,-193,-186,25,411,-1,38,2,-21,-24,34,635,621,582,344,341,339,336,9.633911368,9.852708248,9.406438632,10.11505879,9.982354424,13.24045255,12.69627468,13.15392354,12.01163232,13.03251828,-3.606541179,-2.843566431,-3.747484909,-1.896573524,-3.050163852,1.161009832,1.172347564,1.131790745,1.390820584,1.386438114,-10.30087446,-5.986455644,-5.809859155,-0.75862941,8.974035795,-9.139864631,-4.81410808,-4.67806841,0.632191175,10.36047391
50,3,5,12,77,Florida,Liberty County,8365,8365,8339,8227,8244,8308,8363,8331,-26,-112,17,64,55,-32,17,79,76,69,93,87,6,73,68,55,54,67,11,6,8,14,39,20,-1,-3,-2,-1,-1,-1,-36,-124,11,54,14,-37,-37,-127,9,53,13,-38,0,9,0,-3,3,-14,1882,1866,1824,1989,2019,2138,2071,9.537607147,9.22834072,8.337361044,11.15709915,10.42290643,8.813231921,8.256936434,6.645722571,6.478315638,8.026835989,0.724375226,0.971404286,1.691638473,4.678783516,2.396070445,-0.362187613,-0.242851072,-0.120831319,-0.119968808,-0.119803522,-14.97042134,1.335680894,6.524891252,1.679563314,-4.432730322,-15.33260896,1.092829822,6.404059932,1.559594505,-4.552533844
50,3,5,12,79,Florida,Madison County,19224,19226,19231,19092,18915,18711,18521,18408,5,-139,-177,-204,-190,-113,34,224,220,212,200,201,25,219,205,243,227,223,9,5,15,-31,-27,-22,-1,5,10,10,14,14,0,-150,-203,-191,-194,-127,-1,-145,-193,-181,-180,-113,-3,1,1,8,17,22,1933,1954,2004,2027,1987,2016,1970,11.69010777,11.5768148,11.26880349,10.7434465,10.88575374,11.42916786,10.78748652,12.91660022,12.19381178,12.07722928,0.260939906,0.789328282,-1.647796736,-1.450365277,-1.191475534,0.260939906,0.526218854,0.531547334,0.752041255,0.758211704,-7.828197166,-10.68224274,-10.15255408,-10.4211431,-6.878063311,-7.567257261,-10.15602389,-9.621006751,-9.669101848,-6.119851607
50,3,5,12,81,Florida,Manatee County,322833,322833,323429,327320,333954,342229,351771,363369,596,3891,6634,8275,9542,11598,778,3328,3438,3366,3489,3543,849,3439,3504,3388,3705,3742,-71,-111,-66,-22,-216,-199,236,1017,1048,1152,1350,1356,430,2820,5616,6949,7480,10755,666,3837,6664,8101,8830,12111,1,165,36,196,928,-314,4817,4817,4817,4816,4814,4816,4816,10.22821395,10.39811031,9.955884724,10.05475504,9.908549375,10.56935931,10.597725,10.02095587,10.67723343,10.46508376,-0.341145357,-0.199614683,-0.065071142,-0.622478386,-0.556534385,3.125629083,3.169639212,3.407361617,3.890489914,3.792264452,8.6669361,16.98539486,20.55360753,21.55619597,30.07802668,11.79256518,20.15503407,23.96096915,25.44668588,33.87029113
50,3,5,12,83,Florida,Marion County,331298,331304,331421,332272,334094,335688,338749,343254,117,851,1822,1594,3061,4505,761,3355,3392,3259,3368,3405,996,4352,4426,4654,4806,4560,-235,-997,-1034,-1395,-1438,-1155,130,516,437,462,566,568,235,1392,2375,2279,3603,4644,365,1908,2812,2741,4169,5212,-13,-60,44,248,330,448,8244,8231,8187,8616,9170,9227,9329,10.11009608,10.18059145,9.731524586,9.987589649,9.98529332,13.11449722,13.28399108,13.89705904,14.25188713,13.3723752,-3.004401131,-3.103399633,-4.165534457,-4.264297481,-3.387081875,1.554935791,1.311591528,1.379553347,1.678436978,1.665681823,4.194710506,7.128214825,6.805199304,10.68446719,13.61870842,5.749646297,8.439806353,8.184752651,12.36290417,15.28439025
50,3,5,12,85,Florida,Martin County,146318,146850,146979,147647,148913,151550,153538,156283,129,668,1266,2637,1988,2745,299,1202,1133,1196,1193,1229,452,1675,1681,1808,1915,1885,-153,-473,-548,-612,-722,-656,60,263,230,254,305,304,232,972,1583,2956,2127,3116,292,1235,1813,3210,2432,3420,-10,-94,1,39,278,-19,3933,3930,3903,3864,4099,4176,4080,8.159497125,7.640949555,7.961046785,7.820694357,7.93361328,11.37034749,11.33666037,12.03475969,12.55375498,12.16831654,-3.210850366,-3.695710817,-4.073712903,-4.733060625,-4.234703264,1.785314263,1.551119504,1.690723983,1.999423117,1.962423464,6.598195679,10.67574858,19.67629958,13.94351794,20.11484051,8.383509941,12.22686809,21.36702356,15.94294105,22.07726397
50,3,5,12,86,Florida,Miami-Dade County,2496435,2498017,2508171,2580077,2611183,2641928,2668903,2693117,10154,71906,31106,30745,26975,24214,7275,31319,31136,30754,31428,31534,4332,18405,18154,18775,19464,20313,2943,12914,12982,11979,11964,11221,8945,39807,35818,38777,43953,43862,-1761,18990,-17931,-21354,-27787,-32723,7184,58797,17887,17423,16166,11139,27,195,237,1343,-1155,1854,41617,41449,41251,41314,41677,41341,41107,12.31032764,11.99554636,11.70887118,11.83543592,11.76198522,7.234317195,6.994063098,7.148145166,7.329926334,7.576622243,5.076010446,5.001483262,4.560726016,4.50550959,4.185362979,15.64664301,13.79934737,14.76344208,16.55221189,16.36025229,7.464258818,-6.908149467,-8.130039514,-10.46427574,-12.2054748,23.11090183,6.891197898,6.633402569,6.087936144,4.154777491
50,3,5,12,87,Florida,Monroe County,73090,73090,73213,74067,74835,76265,76858,77482,123,854,768,1430,593,624,155,721,716,706,760,749,127,678,635,655,681,708,28,43,81,51,79,41,89,335,354,363,401,419,14,483,336,964,161,136,103,818,690,1327,562,555,-8,-7,-3,52,-48,28,2020,2020,2020,2018,2014,2015,2015,9.790874525,9.617063572,9.344804765,9.926660267,9.70584424,9.206952743,8.529099676,8.669755129,8.894810055,9.174549696,0.583921782,1.087963896,0.675049636,1.031850212,0.531294545,4.549158066,4.754805174,4.804765056,5.23761943,5.429571077,6.558935361,4.513035419,12.75976175,2.102884609,1.762342879,11.10809343,9.267840593,17.5645268,7.340504039,7.191913956
50,3,5,12,89,Florida,Nassau County,73314,73314,73528,74142,74616,75599,76597,78444,214,614,474,983,998,1847,187,779,733,766,734,750,127,708,661,731,743,806,60,71,72,35,-9,-56,15,50,73,61,68,75,140,458,349,836,797,1921,155,508,422,897,865,1996,-1,35,-20,51,142,-93,543,543,543,543,543,543,543,10.55055191,9.854932172,10.19871518,9.645457174,9.674860198,9.588948331,8.886917006,9.73271644,9.763725722,10.39724976,0.961603576,0.968015166,0.465998735,-0.118268548,-0.722389561,0.677185617,0.981459821,0.812169224,0.893584588,0.96748602,6.203020248,4.692184622,11.13071265,10.47333701,24.78054192,6.880205864,5.673644443,11.94288187,11.3669216,25.74802794
50,3,5,12,91,Florida,Okaloosa County,180822,180822,180757,183208,190207,193458,195650,198664,-65,2451,6999,3251,2192,3014,610,2610,2671,2596,2845,2836,316,1512,1500,1618,1683,1718,294,1098,1171,978,1162,1118,211,232,970,577,531,665,-598,1160,4750,1667,398,1113,-387,1392,5720,2244,929,1778,28,-39,108,29,101,118,4883,4829,4762,4949,4817,4390,4362,14.34203838,14.30579918,13.53263915,14.62318945,14.38447532,8.308491201,8.033956858,8.434441505,8.650554602,8.713867628,6.033547182,6.27184232,5.098197646,5.972634847,5.670607688,1.274847856,5.195292101,3.007832354,2.729319366,3.372946434,6.374239281,25.44086338,8.689872675,2.045704535,5.645247189,7.649087138,30.63615548,11.69770503,4.775023901,9.018193622
50,3,5,12,93,Florida,Okeechobee County,39996,39996,40027,39424,39260,39006,39114,39469,31,-603,-164,-254,108,355,128,549,537,503,545,534,79,420,390,405,409,392,49,129,147,98,136,142,12,72,64,70,87,90,-27,-1003,-377,-422,-92,104,-15,-931,-313,-352,-5,194,-3,199,2,0,-23,19,2503,2503,2502,2506,2644,2646,2628,13.81983864,13.64953485,12.85360182,13.95289299,13.59072573,10.57255415,9.913070002,10.34932154,10.47107015,9.976712521,3.24728449,3.736464847,2.504280275,3.481822837,3.614013209,1.812437855,1.626760205,1.788771625,2.22734255,2.290571752,-25.24826623,-9.582634335,-10.78373751,-2.355350742,2.646882914,-23.43582837,-7.955874129,-8.994965886,-0.128008193,4.937454666
50,3,5,12,95,Florida,Orange County,1145956,1145954,1148823,1170461,1202506,1227607,1256495,1288126,2869,21638,32045,25101,28888,31631,3651,15061,15657,15786,16076,16381,1550,6831,6834,7207,7526,7645,2101,8230,8823,8579,8550,8736,1895,10007,9756,9957,11941,11936,-1172,3636,13086,6165,8554,10599,723,13643,22842,16122,20495,22535,45,-235,380,400,-157,360,33704,33399,33093,34177,34900,35185,35191,12.98762894,13.196138,12.99198844,12.94310781,12.87500182,5.890611068,5.759877824,5.93141142,6.059332507,6.008753366,7.097017873,7.436260176,7.060577018,6.883775304,6.866248451,8.629387345,8.222617508,8.194680659,9.613936948,9.381357774,3.135450424,11.0292305,5.07383813,6.886995784,8.33051366,11.76483777,19.251848,13.26851879,16.50093273,17.71187143
50,3,5,12,97,Florida,Osceola County,268685,268687,269825,278903,289363,300124,311965,323993,1138,9078,10460,10761,11841,12028,891,3751,3786,3876,4082,4176,441,1691,1731,1870,2034,2029,450,2060,2055,2006,2048,2147,618,3689,3708,3615,4495,4490,79,3068,4672,5175,4818,5392,697,6757,8380,8790,9313,9882,-9,261,25,-35,480,-1,3262,3262,3262,3281,3279,3282,3284,13.67161873,13.32474581,13.15041723,13.33792962,13.13294274,6.163345045,6.092217377,6.344499539,6.646092317,6.380924527,7.50827368,7.232528429,6.805917688,6.691837298,6.752018215,13.44564156,13.05022648,12.26490152,14.68740657,14.12042934,11.18222507,16.44300381,17.5576391,15.74280864,16.95709465,24.62786663,29.49323028,29.82254062,30.43021521,31.07752399
